# road_id,rate,road_name(in default language),road_name(in English, optional)

286,,江桥线,
287,,绕越高速公路,
288,,内环东线,
289,,合浦路,
290,,浦园路,
291,,宁淮高速,
292,,龙蟠路隧道,
293,,新培线,
294,,马鞍山长江大桥,
295,,三桥高速,
296,,长桥路,
297,,尧化门街,
298,,铁心桥大道,
299,,宁陡线,
300,,新华西路,
301,,丽水大街,
302,,卫岗隧道,
303,,百合路,
304,,勤联路,
305,,南湖街,
306,,陵园路,
307,,凤凰西街,
308,,燕山路,
309,,星绰线,
310,,项羽南路,
311,,S124乌江收费站,
312,,大石桥,
313,,宁洛高速,
314,,新华路,
315,,新石路,
316,,傅厚岗,
317,,十里路,
318,,奥体大街,
319,,锦江路,
320,,南塘路,
321,,曙光路,
322,,双峰路,
323,,山后陈路,
324,,龙华路,
325,,龙园南路,
326,,花卉大道,
327,,江宁路,
328,,高金路,
329,,延寿路,
330,,延陵路,
331,,创业路,
332,,故居路,
333,,新华东路,
334,,石碛路,
335,,丹桂路,
336,,梨园路,
337,,凌霄路,
338,,兰花路,
339,,浦江路,
340,,六朝路,
341,,园西路,
342,,黑龙江路,
343,,龙北路,
344,,望京街,
345,,宁通高速,
346,,浦东路,
347,,汉中门桥,
348,,雨花路,
349,,绿水湾路,
350,,翔凤路,
351,,平江府路,
353,,奔马路,
354,,物华路,
355,,双闸中心路,
356,,恒竞路,
357,,景明大道,
358,,三牌楼大街,
359,,经天路,
360,,盘城新街,
361,,开城路,
362,,马台街,
363,,大中桥,
364,,雍正路,
365,,南京长江三桥,
366,,茶亭东街,
367,,四平路广场,
368,,牛首大道,
369,,竹山路,
370,,小下线,
371,,共青团路,
372,,锦文路,
373,,宝象路,
374,,瑞风路,
375,,石鼓路,
376,,盛安大道,
377,,西城路,
378,,江南路,
379,,中山西路,
380,,铜龙省道,
381,,湖阳大桥,
382,,项羽北路,
383,,高新路,
384,,科宁路,
385,,鼎新路,
386,,龙山北路,
387,,文枢东路,
388,,江东中路,
389,,虎桥路,
390,,丹阳大道,
391,,管家桥,
392,,环陵路,
393,,金沙江西街,
394,,大光路,
395,,宁蚌高速,
396,,马群新街,
397,,文成路,
398,,宁杭南路,
399,,燕林双庙路,
400,,龙西路,
401,,新马路,
402,,珠泉路,
403,,凤凰大街,
404,,浦珠中路,
405,,清河路,
406,,永庆巷,
407,,拉萨路,
408,,杉湖西路,
409,,新锦湖路,
410,,工地路,
411,,学府西路,
412,,淮河路,
413,,雨花东路,
414,,光华东街,
415,,大西门街,
416,,太平门路,
417,,玉盘西街,
418,,文德路,
419,,镇兴路,
420,,广济路,
421,,石石线,
422,,万金路,
423,,金沙江东街,
424,,蒋王庙街,
425,,纬地路,
426,,湛江路,
427,,石坝路,
428,,陶禄路,
429,,来凤路,
430,,上河街,
431,,雨花路高架,
432,,迈皋桥广场,
433,,水佐岗,
434,,通淮街,
435,,鼓楼公园,
436,,经五立交,
437,,中圣街,
438,,雨花广场,
